,Neighborhood,address,bath,bed,description,latitude,logitude,page_url,price,rent,sale,size,year built,zipcode
69,Upper East Side,"521 E 88th St APT 2C, New York, NY 10128",1,1,"For sale: $369,000. Why rent when you can own a piece of Manhattan in a quiet residential neighborhood, nearby to all shops, transportation and Carl Schurz Park and Promenade which is ideally located on the East River for biking, running or just strolling. This immaculate building boasts a laundry room, which is a rarity in a non-elevator building. The apartment is on the 2rd floor (just 1 flight up) and features lovely hardwood floors, hi-ceilings (9'3"") and air-conditioning in both living room and bedroom. A spacious bedroom that will easily accommodate a king-sized bed and quiet yet bright north views. The living room has additional storage/bookshelves along with 2 closets. Updated windowed bathroom. Sorry no dogs permitted but cats are okay. Sublet Policy after 3 years. Well managed building with on-call super.",40.776939,-73.944886,https://www.zillow.com:443/homedetails/521-E-88th-St-APT-2C-New-York-NY-10128/111375457_zpid/,369000.00,0,1,500,1920,10128
70,Upper East Side,"403 E 90th St APT 3E, New York, NY 10128",1,1,"For sale: $460,000. Just two flights up to this renovated and spacious one bedroom. Highlights include charming exposed brick walls, southern exposure, and high ceilings. The windowed eat-in kitchen offers both a dishwasher and washer/dryer. Good closet space, beautiful hardwood floors, and a flexible dining/office space complete the package. 

403 East 90th Street is a well-maintained pet-friendly coop on a quiet tree-lined block. Amenities include bike storage, a beautiful roof deck with open views, and a wonderful location near a wide variety of fitness, grocery, transportation and restaurant, options, as well as Carl Schurz Park.",40.779418,-73.946873,https://www.zillow.com:443/homedetails/403-E-90th-St-APT-3E-New-York-NY-10128/82774864_zpid/,460000.00,0,1,--,1920,10128
71,Upper East Side,"1220 Park Ave # B, New York, NY 10128",7,5,"For sale: $22,500,000. This magnificent 14-room home spans approximately 6,000 square feet across 5 bedrooms, 6.5 bathrooms, expansive living room, dining room, library, and separate breakfast/family room off the kitchen. The residence features grand proportions, beautifully landscaped outdoor spaces off all public rooms, including 5 terraces and 8 balconies, 6 wood-burning fireplaces, and exceptional light from 65 windows spanning all four exposures. The home had undergone a 2 year renovation with the highest level finishes and mechanical systems, including Nanz and PE Guerin hardware, as well as solid core mahogany flame doors throughout. There is a large storage unit in the basement included in the purchase.A private elevator landing opens onto an elegant center gallery with lacquered walls, with open south city views through floor to ceiling French doors.  A grand corner living room with Parquet de Versailles floors and Venetian plastered walls is anchored by a wood burning fireplace and lined with six sets of floor-to-ceiling French doors that open to window boxed Juliet balconies with unobstructed views down Park Avenue. The adjacent dining room, outfitted with herringbone floors, goatskin paneled walls, and features a decorative fireplace and double French doors which open onto an east-facing landscaped terrace. The stunning oak paneled library has another wood burning fireplace and spectacular views of the midtown skyline, Central Park, and the Reservoir through its own set of French doors onto a landscaped terrace. An oversized and luxurious powder room, furnished with shagreen paneled walls off the center gallery. The top of the line windowed chef's kitchen is appointed with black granite counter tops, white subway tiling and floor to ceiling cabinetry that maximizes storage space and is easily navigated with a sliding ladder. Glass & bronze pocket doors open into a breakfast/family room. The top of the line appliances include 2 Subzero refrigerator/freezers,  2 additional Subzero refrigerator drawers, a 6 burner Viking stove and griddle, 2 Viking wall ovens and 2 microwaves (one is convection). The area between the kitchen and butler's pantry houses a double Miele washer/dryer and two 132-bottle wine refrigerators. Completing this wing are a staff room and full bathroom. The second level is comprised of four bedrooms, each with an ensuite bathroom and private outdoor space. The largest bedroom occupies the southeast corner, boasts its own wood burning fireplace, and opens onto a 73-foot south terrace that spans the length of the floor as well as an additional terrace with Eastern views. Completing the suite are a windowed dressing room with two closets and built in dressers, and a marbled bathroom with vanity. The second and third bedrooms have their own private terraces facing east and west respectively, while the fourth currently functions as a media room. The entire third floor of this penthouse is devoted to a gorgeous master suite which has its own wood burning fireplace and is bathed in light from floor to ceiling French doors facing South and East and features spectacular city views from an oversized landscaped terrace. The dressing room leads to a luxurious marble windowed bathroom with a double vanity, a soaking tub in front of a bay window, and a steam stall shower with floor-to-ceiling windows. Completing the master suite are 2 huge landscaped terraces with all four exposures and panoramic views, including onto Central Park. 1220 Park is a premier white glove coop built in 1930 by renowned architect Rosario Candela. This landmarked building has 18 stories, 55 apartments, and a gym and storage downstairs. 3% flip tax paid by purchaser. Capital assessment of $1,369 per month until December 2019.",40.786267,-73.953402,https://www.zillow.com:443/homedetails/1220-Park-Ave-B-New-York-NY-10128/2086115591_zpid/,22500000.00,0,1,6000,1930,10128
72,Upper East Side,"26 E 93rd St # 4CD, New York, NY 10128",2,3,"For sale: $2,675,000. It will be love at first sight when upon entering this home you find yourself in a grand 40' living room/dining room expanse with 8 windows offering sundrenched, and quaint Carnegie Hill vistas to the North/East, and Central Park to the West. Other special features of this move-in condition home include: a large open style, windowed kitchen with breakfast bar; majestic 10' ceilings; luxurious master bath with a tub and shower; central air-conditioning; sound system; decorative fireplace and washer/dryer. 26 E 93rd is a charming, intimate 19-unit prewar cooperative, with low maintenance, near Central Park, in a beautiful townhouse block. It has only two apartments per floor, permits up to 75% financing, welcomes pied-a-terres and is pet friendly. Doorman 8AM-Midnight.",40.785516,-73.956442,https://www.zillow.com:443/homedetails/26-E-93rd-St-4CD-New-York-NY-10128/72531026_zpid/,2675000.00,0,1,2000,No Data,10128
73,Upper East Side,"200 E End Ave APT 16EF, New York, NY 10128",3,3,"For sale: $2,195,000. VIEWS AS FAR AS YOUR EYES CAN SEE!

Magnificent, endless panoramic views from every room of this open floor layout, showcase the beautiful RFK Triborough Bridge, the East River, Gracie Mansion and Carl Schurz Park. Natural light flows throughout, making this a spectacular opportunity to turn this into your own dream apartment.
 
Currently designed as a three bedroom, two and a half bath apartment, it offers approximately 2,400 square feet of voluminous interior space that is suitable in its current state, or it could be expanded beyond its present configuration to a four bedroom, 3 full bath home. As you walk into the gracious foyer, you will find a split floor plan with an oversized en-suite Master bedroom to the south portion of the apartment. The bedroom features four large windows with direct park and river views. On the north side of the apartment you have an additional two bedrooms, one of which is has an en-suite bathroom, with views to the north and east. The third bedroom also has a direct exposure to the east river and up to the north.
 
The large open composition of the living room, dining room and kitchen serves as every entertainer's paradise: enjoy the open views to the outdoors, while listening to some soft melodies emanating from the piano, sipping on your beverage of choice, with the breeze flowing through the expansive set of large windows and the two private balconies that serve as bookends to this striking space.
 
All utilities are included in the maintenance including electricity. The building is pet friendly and 65% financing is allowed. 200 East End Avenue is a full-service white glove co-op with 24-hour doorman and live-in superintendent. Amenities include a newly renovated fitness center, bike room, laundry facility, on-site garage parking with a reduced rate of $375 for shareholders and private storage.
 
Located on the corner of East End Avenue and 90th street, your new home is steps away from the world class facilities of Asphalt Green. Should you have any mayoral aspirations, Gracie Mansion is just across the street in Carl Schurz Park. Transportation is simple with the Q-train nearby and the newly opened 90th Street Ferry landing just steps away, which runs daily and for the same price as a subway ticket, it will whisk you to 34th street in 15 minutes or to Wall Street in less than 30! Call for a private tour and see why this is one of the most highly sought after residential enclaves on the Upper East Side.",40.777343,-73.943523,https://www.zillow.com:443/homedetails/200-E-End-Ave-APT-16EF-New-York-NY-10128/244783743_zpid/,2195000.00,0,1,2400,1952,10128
74,Upper East Side,NaN,NaN,NaN,NaN,40.776939,-73.944886,https://www.zillow.com:443/homedetails/521-E-88th-St-APT-2B-New-York-NY-10128/244715387_zpid/,NaN,NaN,NaN,8805,1920,NaN
75,Upper East Side,"168 E 90th St APT 2W, New York, NY 10128",2,2,"For sale: $1,100,000. Renovated with Character Intact!



Character-filled, with two-bedrooms and two-baths, only one flight up!



This property was meticulously renovated. With low maintenance and a desirable Carnegie Hill location, the apartment offers an excellent opportunity for a savvy, value-hunting buyer.



The apartment features two large, split bedrooms. A chef's kitchen with excellent counter space opens to a windowed dining area. Baths feature limestone and European tile with designed fixtures.



Custom details include: open kitchen with custom millwork, central air-conditioning, washer/dryer, walk-in closet, and custom storage throughout. Add to this excellent light, Prewar charm, exposed brick, and an understated elegance. All comes together to make this a quiet, special home.



The entire apartment features soundproof windows, with upgraded electrical and plumbing.



168-172 East 90th Street is a meticulously run cooperative created from three 1893-constructed buildings, designed by famed Upper East Side architect, Frank Wennemer. Nestled between Central Park and the Second Avenue Subway. Currently accessible to the 4/5/6 lines, Whole Foods, excellent shopping, and some of NYC's best museums. The building offers a beautiful, large roof garden with sunny views, outdoor furniture, and lush flower and herb gardens.



24-hour security cameras provide tenants video security at the front door and video feed accessible online for shareholders. Cats, pied-a-terres, guarantors, co-purchasing, and gifting are allowed.  Dogs allowed on case-by-case basis.",40.781492,-73.952962,https://www.zillow.com:443/homedetails/168-E-90th-St-APT-2W-New-York-NY-10128/244879730_zpid/,1100000.00,0,1,11625,1920,10128
76,Upper East Side,"1060 5th Ave # 11CD, New York, NY 10128",11,6,"For sale: $15,750,000. Exquisitely redesigned home, originally 15 rooms, has been graciously made into 12 sun filled rooms with exposures in all four directions. This home offers the perfect combination of sophistication and comfort. A rarely available apartment, with 5500 square feet on one floor, is ready to welcome its next joyful, expanding household, or sophisticated single or couple with a growing art collection and the desire for glamorous entertaining spaces.

A private elevator landing leads to a grand foyer. This is the axis to the stunning oak paneled living room with WBFP and space for multiple seating areas, a library detailed with the same golden oak paneling plus finely milled bookshelves, and the glittering, grand formal dining room. The kitchen has five large windows, features a huge island, two refrigerators, a freezer, a wine refrigerator, an additional work area with second sink, and room for a large farm table. It is a most glorious room to watch the sun rise across the city, cook for a huge party, or great place to hang out. It has exceptional storage in beautiful custom-made cabinetry and fantastic work space on counters of beautiful soap stone. Next to the kitchen is the media room or, second, informal library.

The major bedrooms are off a private gallery, set up as four bedrooms plus a study (formerly a living room) with WBFP. For smaller households, this area could be a luxurious master suite with two independent dressing rooms, two private bathrooms, and huge closets. There are two additional bedrooms, also with en-suite bathrooms, on the other side of the apartment, and perfect for guests or staff.

Numerous exquisite details include 11-foot ceilings throughout, original plaster detail on the living room ceiling, wide hallways, ceiling and panel moldings, and hardwood floors. These create a backdrop perfect for the juxtaposition of old-world elegance and modern or cutting-edge art and furnishings. 

There is central air conditioning, a laundry area, an abundance of closets, powder room with ante room, six full baths, and many spaces to spread out. There are a total of six bedrooms. The apartment comes with four very large storage rooms plus two silver vaults (with approximately an additional 400-500 square feet of space). 

Walk through the doors of 1060 Fifth Avenue, with its desirable side street entrance, and you will not find a more professional and kinder staff, all of whom contribute to the comfort and ease of daily home life. 1060 was built in 1928 and designed by the renowned architect J.E.R. Carpenter. With only 44 apartments, every home has grand scaled rooms and layouts. It is known to have the most beautiful lobby with the original black and white marble floors, and glistening soft lighting. It was recently redecorated by the designer, Victoria Hagan. The new state- of- the-art health club and gym is unrivaled. It includes a full complement of workout equipment, a resistance pool, a golf simulator, and a half basketball court, streaming with natural light. There are two bike rooms off the lobby, with easy access to encourage spins around the park. 50% financing is permitted. Washer and dryers are permitted. Pets are welcome. 

Every aspect of 1060 Fifth, known as a friendly cooperative with a unique environment that is warm and welcoming, blend together to create perfection.",40.782199,-73.959297,https://www.zillow.com:443/homedetails/1060-5th-Ave-11CD-New-York-NY-10128/2085074916_zpid/,15750000.00,0,1,5500,1928,10128
77,Upper East Side,"244 E 90th St APT 1C, New York, NY 10128",1,1,"For sale: $359,000. This is a deal that's not to be missed. The most affordable apartment in Manhattan, completely renovated 1 bedroom with character and a prime location. This apartment has hardwood floors, a renovated kitchen with nice floor, new bathroom tiles as well as 2 large closets in the bedroom. The unit faces the building's garden, so it's very quiet and is located directly across from Rupert Park, with convenient proximity to mass transit: NYC Subway and all buses. Soon to be ready the Second Avenue Subway as well. Fairway Market and the brand new Whole Foods Market. Move-in Condition. Pet friendly up to 40 lbs.",40.780493,-73.950609,https://www.zillow.com:443/homedetails/244-E-90th-St-APT-1C-New-York-NY-10128/244865333_zpid/,359000.00,0,1,500,1910,10128
78,Upper East Side,"1110 Park Ave, New York, NY 10128",7.5,5,"For sale: $21,900,000. Immediate Occupancy! The Penthouse is a stunning 7,000 SF five bedroom, five and a half bath triplex residence featuring a 1,443 SF private rooftop complete with a swimming pool overlooking the Jackie Onassis Reservoir, an outdoor kitchen, a wood-burning fireplace and beautiful open city views. Additional outdoor features include a 221 SF balcony off the Living Room and nine Juliette Balconies throughout. 

Discreet keyed elevator opens directly into the elegant foyer leading to the spacious living and dining rooms boasting 14' ceilings and a beautifully designed gas fireplace. Double doors lead out onto the elegant balcony that offers sprawling views down Park Avenue as well as the iconic Manhattan skyline. 

The custom designed eat-in kitchen by Christopher Peacock includes hand-painted cabinetry, Italian Statuario Piccolo marble countertops, Gaggenau and Wolf appliances, a spacious kitchen island for entertaining, a dining corner and an open view to the GW Bridge. 

An elegantly designed staircase leads to the private master suite floor featuring a home office, two expansive walk-in closets and a luxurious bath complete with Waterworks fixtures, Christopher Peacock vanities with onyx vanity tops, Bianco Dolomiti marble interiors, white shell mosaic floors, a freestanding Waterworks soaking tub and radiant heated floors. 

All four secondary bedrooms include en-suite baths and generous closets. The laundry room comes with W/D by Whirlpool and a separate sink. 

Details throughout the residence includes ceilings up to 14', fumed oak flooring, custom mahogany paneling and millwork details, and pre-wiring for complete home automation. Wine storage and a storage unit are also included.",40.782627,-73.955863,https://www.zillow.com:443/homedetails/1110-Park-Ave-New-York-NY-10128/219713421_zpid/,21900000.00,0,1,7000,2015,10128
79,Upper East Side,NaN,NaN,NaN,NaN,40.782442,-73.959318,https://www.zillow.com:443/homedetails/1067-5th-Ave-10FL-New-York-NY-10128/2086827326_zpid/,NaN,NaN,NaN,--,1917,NaN
80,Upper East Side,NaN,NaN,NaN,NaN,40.776646,-73.947325,https://www.zillow.com:443/homedetails/444-E-87th-St-APT-2H-New-York-NY-10128/72533221_zpid/,NaN,NaN,NaN,--,1905,NaN
81,Upper East Side,"1185 Park Ave # PH16G, New York, NY 10128",6,5,"For sale: $19,500,000. This home in the sky offers elegant indoor and outdoor entertaining spaces complemented with five bedrooms, a library, a sky room, five full baths, and two powder rooms.  A truly spectacular Penthouse residence with incredible outdoor space and low maintenance. Hummingbirds, blue jays, and mockingbirds are frequent visitors on the terrace of this spectacular, sunny penthouse with glorious views. Situated atop one of Park Avenue's most prestigious white glove co-operatives, this fabulous prewar residence presents the opportunity to own one of the most exciting apartments in New York City. A dedicated elevator landing leads to a magnificent entrance gallery with a 24' domed ceiling above a sweeping marble staircase surrounded by windows. All major rooms flow off this gallery. The baronial, south facing, living room has open city views, and a wood burning fireplace with an 18th century French limestone mantel. The formal dining room with a wall of windows retains its original coffered ceiling, affords an elegant space for formal entertaining and houses a custom 700 bottle wine cellar. The handsome library has river views and maintains its original wood paneling, pegged wood floors and plaster ceiling - all meticulously restored to its Old-World splendor. A huge, gourmet, chef's kitchen is equipped with top-of-the-line appliances and custom cabinetry. Adjoining the kitchen is a breakfast room with custom built-ins, stone floors and incredible storage space. The corner master bedroom suite has south and east exposures with open city and river views. The suite includes a traditional mahogany paneled dressing room, an enormous bedroom wrapped in custom cabinetry and handcrafted woodwork, a south facing study (or fifth bedroom) with open city views and two full bathrooms finished in exquisite marbles, onyx and custom tiles. There are three additional oversized bedrooms all with en-suite bathrooms, amazing views and incredible closets. There is a guest powder room on each level of the residence. Surrounding the original sweeping marble staircase is an upper gallery with six Palladian windows. Off the gallery is a spectacular sky room wrapped in windows with a wood burning fireplace with an exquisite mantel and a guest powder room. French doors open onto the stunning 2,850 sq. ft. landscaped wrap terrace which is ideal for alfresco dining, sunbathing and relaxing while looking at gorgeous views of New York City and the river.",40.784698,-73.953102,https://www.zillow.com:443/homedetails/1185-Park-Ave-PH16G-New-York-NY-10128/2089613017_zpid/,19500000.00,0,1,--,1929,10128
82,Upper East Side,"166 E 96th St # D, New York, NY 10128",1,1,"For sale: $439,500. SUNNY JR ONE BEDROOM near CENTRAL PARK. Enjoy this quiet Carnegie Hill home in a fantastic Central Park location. This bright corner unit has double exposures in the bedroom (South/East) a spacious living room, high beamed ceilings and a recently updated windowed kitchen with dishwasher, microwave and granite counter tops. The amenities in this well maintained Co-op include a part time doorman, live in resident manager, laundry room, bike room and a common garden. Pets are allowed as well as Peid-A-Terres. Easy access to the 6 train which is on the corner of 96th and Lexington Ave. With a little TLC you can make this home your Carnegie Hill gem!",40.785301,-73.950401,https://www.zillow.com:443/homedetails/166-E-96th-St-D-New-York-NY-10128/2103316923_zpid/,439500.00,0,1,--,1928,10128
83,Upper East Side,"110 E 87th St APT 12D, New York, NY 10128",1,1,"For sale: $849,000. Welcome to the perfect pied-a-terre or lifetime home located in a jewel box condominium just off Park Avenue--the absolute perfect location! And with just the right touch, you can make this into your very own jewel box apartment. Enter into this corner one bedroom with both south and east exposures. The living/dining room has two exposure from the original casement windows, original hardwood floors, 9' ceilings and deep moldings. The windowed kitchen could be opened up to the living room and has plenty of room for an eat-in area. A gracious master bedroom has two closets and plenty of room for a kind size bed and big comfy chair. The windowed bathroom has prewar charm. The closet space is exceptional for a one bedroom apartment. 110 East 87th Street is a charming boutique full-service white-glove condominium with a fabulous staff. It is located between Park and Lexington and is convenient to the Lexington Express subway, crosstown bus and the new Q train on Second Avenue. You can literally get anywhere in the city very quickly. Whole Foods and Fairway are a block away as are great restaurants and shopping. You can get to Central Park in a heartbeat and there are two movie theaters within a block as are all the major museums in the city. And best of all, pied-a-terre's, investors, subletting and pets are all welcome. Just bring your imagination and endless possibilities are yours!",40.780385,-73.956186,https://www.zillow.com:443/homedetails/110-E-87th-St-APT-12D-New-York-NY-10128/31541574_zpid/,849000.00,0,1,800,1939,10128
84,Upper East Side,"414 E 88th St APT 1D, New York, NY 10128",1,0,"For sale: $295,000. move right in, ready for a deal, submit your best  cash offer, open house Sunday",40.777633,-73.947713,https://www.zillow.com:443/homedetails/414-E-88th-St-APT-1D-New-York-NY-10128/244770224_zpid/,295000.00,0,1,390,1910,10128
85,Upper East Side,"1067 5th Ave FL 2ND, New York, NY 10128",5,4,"For sale: $7,900,000. This glamorous and graceful 10 room triple mint condition cooperative apartment is situated in the heart of Carnegie Hill along Museum Mile.  The absolutely stunning residence was meticulously renovated for grand entertaining and comfortable family living and boasts wonderful tree line views of Central Park from oversized windows. Featuring soaring high ceilings and grandly scaled rooms, this full floor apartment includes four bedrooms and is being offered in move-in condition.The enfilade of public rooms front on Fifth Avenue and include a Living Room with charming planting terrace overlooking the Park, a handsome wood paneled Library, and a superbly versatile Dining Room with wood burning fireplace.  Additionally there is a spacious Family Room with gas fireplace located directly adjacent to the fully equipped and stylish white marble Kitchen which is truly pristine.This is a fabulous entertaining apartment that also boasts an extremely private corner Master Bedroom with a super luxurious marble Bath with tub and shower as well as a windowed Walk In Closet. Additionally there are three further bedrooms with two beautiful white marble Baths and tremendous closet space, plus a Staff Room with Bath. A Powder Room and Laundry Area complete the layout of this gracious Fifth Avenue residence. There is also a private Washer/Dryer in the basement. Noteworthy features include extraordinary custom millwork, opulent lacquer paint finishes, central air conditioning, soundproof windows, a sophisticated Security system, as well as state-of-the-art Savant systems throughout. Offered in truly superb immaculate condition, this newly renovated residence was finished to the very highest standards and offers an uber chic and contemporary take on a classic and elegant prewar residence.This limestone clad building was built in 1917 by the world renowned architect CPH Gilbert and provides its shareholders with a 24 hour doorman and private storage bins.",40.782442,-73.959318,https://www.zillow.com:443/homedetails/1067-5th-Ave-FL-2ND-New-York-NY-10128/2087554257_zpid/,7900000.00,0,1,--,1917,10128
86,Upper East Side,"235 E 87th St APT 7K, New York, NY 10128",2,2,"For sale: $1,300,000. Extra-spacious, sun-filled residence with Southern exposure. A superb lifestyle package is on offer with this oversized two-bedroom apartment that enjoys a private terrace. Featuring a generous and light-filled floor plan, residence 7K presents a great opportunity to own a fresh and bright, never lived-in apartment in a prime Upper East Side location.



Features include:



"" A spacious 1400 sq ft layout with triple windowed exposure

"" Gut renovated kitchen with brand new, stainless steel appliances

"" Large dining room can be converted to third bedroom/office

"" Generous closet space with two walk-in closets

"" Enclosed balcony (approx. 21'2'' x 6'8'')

"" Master bedroom with ensuite bath affords substantial privacy



Residence 7K is quietly set within a highly regarded full-service cooperative offering a 24-hour uniformed doorman and concierge service. Live-in superintendent, complimentary storage, bike room, laundry room, and planted roof deck overlooking breathtaking city views. The Plymouth House is in close proximity to the express subway/bus line. Restaurants and shopping around the corner. 



MONTHLY ASSESSMENT $651.43 THROUGH SPRING 2020 **VIRTUALLY STAGED**",40.779055,-73.951863,https://www.zillow.com:443/homedetails/235-E-87th-St-APT-7K-New-York-NY-10128/219697653_zpid/,1300000.00,0,1,1400,1962,10128
87,Upper East Side,NaN,NaN,NaN,NaN,40.782001,-73.948303,https://www.zillow.com:443/homedetails/300-E-93rd-St-25ABC-New-York-NY-10128/2085497261_zpid/,NaN,NaN,NaN,2160,1987,NaN
88,Upper East Side,"407 E 91st St APT 4B, New York, NY 10128",2,4,"For sale: $2,450,000. Welcome home to 407 East 91st Street Apartment 4B, where downtown loft-style meets uptown living in this South facing, sun-flooded oasis on the Upper East Side. From the moment you enter this inviting 2,500 (approx) square foot home, you will be blown away by the scale of the rooms, attention to detail and flow of the space. Ceilings soar over 9 feet. Currently configured as a 3 Bedroom, 2 Full Bathroom home, this space could easily be converted to a 4 Bedroom apartment. The massive walk-in closets throughout, huge double-width living room, separate dining room, family room, open kitchen, large bedrooms and well-appointed bathrooms make this apartment a one-of-a-kind home. 4B currently features 3 large bedrooms, a large living room and a den/TV room. The open, renovated kitchen features top of the line stainless steel appliances from Viking, GE and Northland. The master bathroom offers a double sink vanity, a beautiful walk-in shower, and a washer/dryer. The ample closet space throughout the apartment includes a massive pantry, a huge walk-in entrance closet and large master closets. Exposed brick and wooden beams complete the charm of this large-scale home. 407 East 91st Street was originally built in 1901, and was converted to a co-op in 1980. With just 38 units, this well-run boutique prewar building features an elevator, a live-in super, a central laundry room and is pet-friendly. There is parking right across the street, and you will love everything this premier neighborhood has to offer. Carl Shurz Park is only a few blocks away, Asphalt Green Athletic Complex at the corner, Gracie Mansion just blocks away, restaurants, schools and cross-town bus service close by. The new 2nd Avenue Subway is also conveniently located within close walking-distance. 1.5% Flip Tax paid by Buyer",40.779897,-73.946059,https://www.zillow.com:443/homedetails/407-E-91st-St-APT-4B-New-York-NY-10128/72533345_zpid/,2450000.00,0,1,2500,1901,10128
89,Upper East Side,NaN,NaN,NaN,NaN,40.780798,-73.955595,https://www.zillow.com:443/homedetails/115-E-87th-St-APT-12E-New-York-NY-10128/244754538_zpid/,NaN,NaN,NaN,295573,1972,NaN
90,Upper East Side,"49 E 96th St # 1C, New York, NY 10128",2,2,"For sale: $899,000. Prime location Maisonette, incredible value! Located between Madison and Park Avenues and steps away from Central Park, this 2 Bedroom/1.5 Bathroom home can be accessed from the lobby of this upscale prewar Cooperative or through its very own private entrance. Upon entering, you are welcomed by 10-foot ceilings and ample natural light into the massive Living/Dining Room, perfect for entertaining. Enjoy 2 Bedrooms or convert to a massive one Bedroom with spacious home office/dressing room. A galley Kitchen is fully-equipped with an all-in-one washer/dryer. 
 
Located in Carnegie Hill, this full-service Co-op features a handsome Art Deco lobby, 24-hour doorman, live in super, bike storage, exercise room, laundry room, and private storage for rent. Pets are welcome and 60% financing allowed. There is a 2% flip tax paid by buyer",40.787347,-73.953711,https://www.zillow.com:443/homedetails/49-E-96th-St-1C-New-York-NY-10128/95288998_zpid/,899000.00,0,1,1100,1929,10128
91,Upper East Side,NaN,NaN,NaN,NaN,40.781179,-73.954949,https://www.zillow.com:443/homedetails/121-E-88th-St-APT-4A-New-York-NY-10128/121919025_zpid/,NaN,NaN,NaN,--,1910,NaN
92,Upper East Side,"17 E 89th St # 12E, New York, NY 10128",2,2,"For sale: $1,395,000. Estate sale in need of renovation with small second bedroom located on the top floor of one of the most prestigious prewar buildings in Carnegie Hill. One block from Central Park and The Guggenheim, this charming and bright Edwardian 5 home with a classic and functional layout offers an incredible opportunity to create a dream home. 

The elegant and spacious entry foyer opens onto the graciously sized living room with a wood burning fireplace. The adjacent formal dining room is separated by French doors and receives both northern and eastern light. Off the dining room is the small home office/study, originally intended as a maid's room, but can function as a second bedroom and features an en suite full bath and large closet. 

The windowed kitchen boasts a washer/dryer, abundant storage and receives great eastern morning light. The oversized master bedroom suite features two large closets, a windowed bathroom and has a partial view of the Jacqueline Onassis Reservoir and Central Park. 

Apartment 12E is an estate sale and needs updating throughout, but is filled with sunlight, is supremely quiet and features distinctive prewar details such as original hardwood floors and ceiling moldings. 

Built in 1925, 17 East 89th Street is a white-glove, full service 12-story, 62 unit cooperative located on a prime block in Carnegie Hill. The building features individual storage units for all residents, a gym, children's playroom, laundry room and a fantastic roof deck. Pet friendly, pied e terre and subletting allowed and no summer work rules. 2% Flip Tax paid by the Buyer and 50% financing allowed.",40.783285,-73.958199,https://www.zillow.com:443/homedetails/17-E-89th-St-12E-New-York-NY-10128/244745975_zpid/,1395000.00,0,1,156287,1925,10128
93,Upper East Side,"300 E 93rd St APT 24E, New York, NY 10128",2,1,"For sale: $935,000. High Floor One Bedroom with Views

Fabulous high floor corner unit with 2 full marble baths and spectacular city and river views from every room! Gracious entry foyer leads to large corner living room with a wall of oversized windows and a pass-thru windowed kitchen. Great layout, is ideal for entertaining! The sundrenched bedroom has southeast exposure with city & river views, a wall of closets and ensuite marble bath. Beautiful herringbone wood floors throughout. Washer/dryer allowed with board approval.

The Waterford is a luxury full service condominium with a doorman & concierge and great amenities including a rooftop health club, sundeck, party room, bicycle racks and lovely guest suites for overnight visitors. Desirable upper east side location. Surrounded by great shops & restaurants, museums and a short walk to Whole Foods market & Central Park. Steps to the Second Avenue Subway!

Sorry no dogs.",40.782193,-73.94856,https://www.zillow.com:443/homedetails/300-E-93rd-St-APT-24E-New-York-NY-10128/31544790_zpid/,935000.00,0,1,793,1987,10128
94,Upper East Side,"123 E 91st St, New York, NY 10128",6,4,"For sale: $8,300,000. Rarely does one see this level of craftsmanship combined with superb taste. The result... an intimate home that is also suited for grand entertaining. This six-story townhouse, in immaculate condition, boasts a generously proportioned 5,000 square feet which comprises five bedrooms, five and a half bathrooms, gourmet kitchen, garden conservatory, a two-story penthouse studio suitable for a designer, artist, office, or a separate in house residential unit. There are also two rooms, a full bath and cooking facilities on the lower level. Features include a beautiful illuminated garden, two terraces, state-of-the-art mechanicals, a water filtration system and a full security system.

The townhouse is located on East 91st Street between Park and Lexington Avenues in one of the most desirable neighborhoods in Manhattan. Carnegie Hill is home to many spectacular museums, Central Park and the cities finest public and private schools. Galleries, boutiques renowned restaurants and specialty food shops are all hallmarks of this prestigious community.",40.78315,-73.953779,https://www.zillow.com:443/homedetails/123-E-91st-St-New-York-NY-10128/31542297_zpid/,8300000.00,0,1,3401,1901,10128
95,Upper East Side,"1326 Madison Ave APT 34, New York, NY 10128",2,4,"For sale: $1,840,000. East Side between 93rd and 94th streets. No Doorman! Live-In Super.  Rooms located off hallway for ultimate privacy.  Quiet, due to all but one room not on Madison Avenue.  Full-size kitchen.",40.785656,-73.955514,https://www.zillow.com:443/homedetails/1326-Madison-Ave-APT-34-New-York-NY-10128/244717888_zpid/,1840000.00,0,1,51912,1900,10128
96,Upper East Side,"8 E 96th St # 10A, New York, NY 10128",2,3,"For sale: $1,850,000. A classic 6 room just off 5th Avenue with 3 bedrooms, 2 baths, formal dining room in a much sought after 1928 Rosario Candela building. The gracious entry foyer leading to an elegantly proportioned living room with high ceilings, crown moldings and a wood burning fireplace. Ample closets throughout. Washer/dryer in apartment. ESTATE CONDITION. Virtually staged photos. 2% flip tax paid by buyer. 50% financing. Pets by board approval. Full Service building. 

Located in the heart of Carnegie Hill near Central Park, museums, specialty shops and restaurants.",40.787352,-73.955191,https://www.zillow.com:443/homedetails/8-E-96th-St-10A-New-York-NY-10128/244883650_zpid/,1850000.00,0,1,81133,1928,10128
97,Upper East Side,NaN,NaN,NaN,NaN,40.778142,-73.948952,https://www.zillow.com:443/homedetails/360-E-88th-St-APT-33B-New-York-NY-10128/31544494_zpid/,NaN,NaN,NaN,1400,1988,NaN
